CNTRY	ADMIN4	LATD	LOND	ELEV	Date	TMEAN	TMIN	TMAX	RAIN	RHMEAN	RHMIN	RHMAX
Peru	La Molina	-12.0778	-76.9488	239	2004-07-21	17.63697917	16.9	18.5	0	70.07053942	65	77
Peru	La Molina	-12.0778	-76.9488	239	2004-07-22	14.82857143	13.7	17.3	0	82	76	88
Peru	La Molina	-12.0778	-76.9488	239	2004-07-23	15.36666667	13.7	19.3	0	80.58333333	67	89
Peru	La Molina	-12.0778	-76.9488	239	2004-07-24	15.275	13.8	18.3	0	85.125	75	89
Peru	La Molina	-12.0778	-76.9488	239	2004-07-25	15.11666667	13.5	18.5	0	86.58333333	72	95
Peru	La Molina	-12.0778	-76.9488	239	2004-07-26	16.3	14.4	20.4	0	81.08333333	66	89
Peru	La Molina	-12.0778	-76.9488	239	2004-07-27	15.67083333	13.4	18.9	0	83.16666667	72	91
Peru	La Molina	-12.0778	-76.9488	239	2004-07-28	14.44166667	12.3	16.1	0	88.5	82	96
Peru	La Molina	-12.0778	-76.9488	239	2004-07-29	14.93333333	13.5	17.7	0	87.375	75	94
Peru	La Molina	-12.0778	-76.9488	239	2004-07-30	15.18333333	13.9	18.5	0	85.33333333	75	90
Peru	La Molina	-12.0778	-76.9488	239	2004-07-31	14.64166667	13.2	16.8	0	89.20833333	81	94
Peru	La Molina	-12.0778	-76.9488	239	2004-08-01	14.28333333	13.2	16.2	0	90.54166667	82	95
Peru	La Molina	-12.0778	-76.9488	239	2004-08-02	14.425	13.3	16.4	0	84.45283019	82	95
Peru	La Molina	-12.0778	-76.9488	239	2004-08-06	15.175	12.5	17.2	0	84.17241379	77	94
Peru	La Molina	-12.0778	-76.9488	239	2004-08-07	15.55789474	13.4	19.1	0	82.43859649	72	92
Peru	La Molina	-12.0778	-76.9488	239	2004-08-08	14.76287879	13.6	17.7	0	87.04477612	73	94
Peru	La Molina	-12.0778	-76.9488	239	2004-08-09	14.47474747	13.6	15.9	0	88.67708333	82	94
Peru	La Molina	-12.0778	-76.9488	239	2004-08-10	15.02626263	13.7	17.4	0	85.52083333	76	91
Peru	La Molina	-12.0778	-76.9488	239	2004-08-11	14.66944444	13.3	16.8	0	87.03472222	79	95
Peru	La Molina	-12.0778	-76.9488	239	2004-08-12	15.68251748	13.7	19.6	0	80.84722222	64	92
Peru	La Molina	-12.0778	-76.9488	239	2004-08-13	15.76319444	14.2	19.8	0	81.97916667	65	90
Peru	La Molina	-12.0778	-76.9488	239	2004-08-14	15.14097222	13.6	18.9	0	86.375	72	94
Peru	La Molina	-12.0778	-76.9488	239	2004-08-15	15.10694444	13.3	19.7	0	85.51388889	65	95
Peru	La Molina	-12.0778	-76.9488	239	2004-08-16	15.37222222	13.8	18.3	0	84.53472222	72	93
Peru	La Molina	-12.0778	-76.9488	239	2004-08-17	15.62638889	14.2	19.3	0	85.22916667	70	91
Peru	La Molina	-12.0778	-76.9488	239	2004-08-18	15.00625	14	17.2	0	90.38888889	81	95
Peru	La Molina	-12.0778	-76.9488	239	2004-08-19	14.81468531	13.9	16.4	0	91.45833333	83	95
Peru	La Molina	-12.0778	-76.9488	239	2004-08-20	14.85069444	13.7	17.2	0	90.75	80	96
Peru	La Molina	-12.0778	-76.9488	239	2004-08-21	14.53472222	13.4	16.3	0	92.125	85	96
Peru	La Molina	-12.0778	-76.9488	239	2004-08-22	14.64097222	13.8	16.4	0	91.83333333	85	96
Peru	La Molina	-12.0778	-76.9488	239	2004-08-23	14.81212121	13.5	18.4	0	89.91269841	76	95
Peru	La Molina	-12.0778	-76.9488	239	2004-08-24	15.19069767	13.7	16.1	0	88.51388889	81	95
Peru	La Molina	-12.0778	-76.9488	239	2004-08-25	14.56666667	13.9	16.8	0	83.47222222	78	90
Peru	La Molina	-12.0778	-76.9488	239	2004-08-26	14.64	13	18.8	0	88.02083333	80	94
Peru	La Molina	-12.0778	-76.9488	239	2004-08-27	14.67916667	13.1	20.1	0	84.75	71	95
Peru	La Molina	-12.0778	-76.9488	239	2004-08-28	14.78333333	13.4	17.9	0	84.93055556	81	94
Peru	La Molina	-12.0778	-76.9488	239	2004-08-29	14.72368421	13.5	18.7	0	84.0625	69	95
Peru	La Molina	-12.0778	-76.9488	239	2004-08-30	16.29444444	13.7	19.9	0	80.19444444	68	90
Peru	La Molina	-12.0778	-76.9488	239	2004-08-31	14.65555556	12	19.8	0	83.85416667	71	97
Peru	La Molina	-12.0778	-76.9488	239	2004-09-01	15.73684211	13.6	20.8	0	87.34027778	72	92
Peru	La Molina	-12.0778	-76.9488	239	2004-09-02	15.86783217	13.9	19.4	0	84.88888889	70	92
Peru	La Molina	-12.0778	-76.9488	239	2004-09-03	16.22847222	14	19.8	0	82.08333333	67	92
Peru	La Molina	-12.0778	-76.9488	239	2004-09-04	15.34375	13.4	17.4	0	87.15972222	79	93
Peru	La Molina	-12.0778	-76.9488	239	2004-09-05	15.87847222	13.9	19.1	0	85.52083333	71	94
Peru	La Molina	-12.0778	-76.9488	239	2004-09-06	16.47361111	14.5	20.2	0	84.63194444	70	94
Peru	La Molina	-12.0778	-76.9488	239	2004-09-07	17.40902778	14.8	22.1	0	83.32638889	64	94
Peru	La Molina	-12.0778	-76.9488	239	2004-09-08	17.39236111	15.3	22.1	0	84.96527778	67	94
Peru	La Molina	-12.0778	-76.9488	239	2004-09-09	17.24184397	15.2	22.1	0	85.41549296	67	94
Peru	La Molina	-12.0778	-76.9488	239	2004-09-10	15.9472	14.8	18.1	0	89.46825397	80	95
Peru	La Molina	-12.0778	-76.9488	239	2004-09-11	15.3056338	14.4	17.4	0	91.00694444	82	95
Peru	La Molina	-12.0778	-76.9488	239	2004-09-12	15.92408759	14.5	18.3	0	88.25694444	77	94
Peru	La Molina	-12.0778	-76.9488	239	2004-09-13	15.57214286	14.4	18.9	0	90.20138889	77	96
Peru	La Molina	-12.0778	-76.9488	239	2004-09-14	14.94326241	14	16.4	0	92.5	84	96
Peru	La Molina	-12.0778	-76.9488	239	2004-09-15	15.95333333	14.4	17.9	0	87.66666667	79	95
Peru	La Molina	-12.0778	-76.9488	239	2004-09-16	16.17358491	14.2	21.2	0	83.67361111	66	95
Peru	La Molina	-12.0778	-76.9488	239	2004-09-17	16.03021583	14.7	18.3	0	88.22222222	79	93
Peru	La Molina	-12.0778	-76.9488	239	2004-09-18	17.11851852	15.2	21.1	0	84.20833333	70	92
Peru	La Molina	-12.0778	-76.9488	239	2004-09-19	17.98297872	14.9	22.4	0	81.54166667	65	92
Peru	La Molina	-12.0778	-76.9488	239	2004-09-20	16.44632353	15.3	18.2	0	90.02777778	82	96
Peru	La Molina	-12.0778	-76.9488	239	2004-09-21	16.23188406	14.9	17.6	0	89.40972222	84	95
Peru	La Molina	-12.0778	-76.9488	239	2004-09-22	16.80352113	15.1	20.1	0	84.88888889	71	92
Peru	La Molina	-12.0778	-76.9488	239	2004-09-23	15.65984252	15.2	16.8	0	89.25	81	94
Peru	La Molina	-12.0778	-76.9488	239	2004-09-24	17.0109375	14.8	21.3	0	83.50694444	68	93
Peru	La Molina	-12.0778	-76.9488	239	2004-09-25	16.72704918	15	20.2	0	87.34265734	73	95
Peru	La Molina	-12.0778	-76.9488	239	2004-09-26	16.66716418	15	20.3	0	86.8125	72	95
Peru	La Molina	-12.0778	-76.9488	239	2004-09-27	17.25461538	15.1	21.4	0	84.25	69	95
Peru	La Molina	-12.0778	-76.9488	239	2004-09-28	17.105	15.1	22.2	0	82.72222222	65	100
Peru	La Molina	-12.0778	-76.9488	239	2004-09-29	17.02112676	15.2	20.8	0	83.42361111	67	91
Peru	La Molina	-12.0778	-76.9488	239	2004-09-30	17.18449612	15.2	21.2	0	84.30555556	68	92
Peru	La Molina	-12.0778	-76.9488	239	2004-10-01	16.52822581	15	19.8	0	86.76388889	73	95
Peru	La Molina	-12.0778	-76.9488	239	2004-10-02	16.54583333	15.4	19.4	0	87.5625	76	94
Peru	La Molina	-12.0778	-76.9488	239	2004-10-03	17.13305785	15.1	22.3	0	84.04166667	64	94
Peru	La Molina	-12.0778	-76.9488	239	2004-10-04	17.7312	15	22.7	0	81.04861111	61	95
Peru	La Molina	-12.0778	-76.9488	239	2004-10-05	17.90492958	15	21.6	0	79.61111111	64	94
Peru	La Molina	-12.0778	-76.9488	239	2004-10-06	17.79859155	15.2	22.6	0	79.09027778	62	90
Peru	La Molina	-12.0778	-76.9488	239	2004-10-07	17.11666667	15.6	19.9	0	82.22916667	73	90
Peru	La Molina	-12.0778	-76.9488	239	2004-10-08	15.89652778	14.9	17.3	0	87.27777778	79	93
Peru	La Molina	-12.0778	-76.9488	239	2004-10-09	16.59930556	15.1	18.3	0	85.13888889	77	93
Peru	La Molina	-12.0778	-76.9488	239	2004-10-10	17.42361111	14.8	21.6	0	80.5625	62	92
Peru	La Molina	-12.0778	-76.9488	239	2004-10-11	17.19366197	14.8	21.9	0	82.68055556	64	94
Peru	La Molina	-12.0778	-76.9488	239	2004-10-12	17.09166667	14.2	21.7	0	81.25	65	92
Peru	La Molina	-12.0778	-76.9488	239	2004-10-13	16.75864662	14	23.2	0	83.00694444	59	95
Peru	La Molina	-12.0778	-76.9488	239	2004-10-14	17.43785714	15.2	22.3	0	81.63888889	64	90
Peru	La Molina	-12.0778	-76.9488	239	2004-10-15	17.35179856	15.1	22.1	0	81.89583333	64	92
Peru	La Molina	-12.0778	-76.9488	239	2004-10-16	16.9204918	15.1	21.8	0	83.78472222	66	93
Peru	La Molina	-12.0778	-76.9488	239	2004-10-17	17.69846154	15.1	22.5	0	80.82638889	62	90
Peru	La Molina	-12.0778	-76.9488	239	2004-10-18	16.75694444	14.8	20.8	0	84.75694444	68	92
Peru	La Molina	-12.0778	-76.9488	239	2004-10-19	15.88333333	14.6	18.2	0	86.56944444	77	92
Peru	La Molina	-12.0778	-76.9488	239	2004-10-20	16.46111111	14.4	20.7	0	85.52083333	70	92
Peru	La Molina	-12.0778	-76.9488	239	2004-10-21	17.175	14.9	22.4	0	82.19565217	63	92
Peru	La Molina	-12.0778	-76.9488	239	2004-10-22	16.39568345	14.8	19.9	0	84.52777778	71	92
Peru	La Molina	-12.0778	-76.9488	239	2004-10-23	16.87042254	15.1	21.8	0	80.38194444	62	89
Peru	La Molina	-12.0778	-76.9488	239	2004-10-24	18.53873239	15.5	23.8	0	76.28472222	56	89
Peru	La Molina	-12.0778	-76.9488	239	2004-10-25	17.16736111	14.8	20.6	0	82.3028169	69	92
Peru	La Molina	-12.0778	-76.9488	239	2004-10-26	17.45694444	15.5	22.3	0	82.06944444	65	90
Peru	La Molina	-12.0778	-76.9488	239	2004-10-27	17.17342657	15.3	21.1	0	82.79861111	67	92
Peru	La Molina	-12.0778	-76.9488	239	2004-10-28	17.24647887	15.1	22	0	81.125	64	90
Peru	La Molina	-12.0778	-76.9488	239	2004-10-29	16.98227848	15.1	22	0	84.07594937	65	92
Peru	La Molina	-12.0778	-76.9488	239	2004-11-08	14.89459459	12.3	18.4	0	65.91891892	48	79
Peru	La Molina	-12.0778	-76.9488	239	2004-11-09	13.03732394	8	19.8	0.6	70.61111111	39	92
Peru	La Molina	-12.0778	-76.9488	239	2004-11-10	12.61015625	3.6	23.6	0	66.83206107	21	96
Peru	La Molina	-12.0778	-76.9488	239	2004-11-11	13.17430556	5.6	21.4	0.2	64.375	33	94
Peru	La Molina	-12.0778	-76.9488	239	2004-11-12	12.20486111	4.5	22.7	0	62.40277778	22	93
Peru	La Molina	-12.0778	-76.9488	239	2004-11-13	12.71578947	3.7	22.8	0.2	61.04379562	24	92
Peru	La Molina	-12.0778	-76.9488	239	2004-11-14	16.82282609	10.9	23.7	0.4	49.27173913	18	81
Peru	La Molina	-12.0778	-76.9488	239	2004-11-15	14.35972222	4.3	23.4	0	51.41666667	11	93
Peru	La Molina	-12.0778	-76.9488	239	2004-11-16	13.71388889	5.9	21.9	0	52.89583333	28	87
Peru	La Molina	-12.0778	-76.9488	239	2004-11-17	13.12083333	5.3	22.3	0	61.25694444	26	92
Peru	La Molina	-12.0778	-76.9488	239	2004-11-18	13.8	4.5	23.7	0.2	58.69444444	14	91
Peru	La Molina	-12.0778	-76.9488	239	2004-11-19	14.70787402	9.7	22.4	1.8	59.87313433	29	88
Peru	La Molina	-12.0778	-76.9488	239	2004-11-20	13.02051282	7.1	21.4	2	68.07874016	31	95
Peru	La Molina	-12.0778	-76.9488	239	2004-11-21	11.79166667	9.1	21.4	18	81.20588235	39	90
Peru	La Molina	-12.0778	-76.9488	239	2004-11-22	11.5796748	7.8	20.6	0	76.528	39	95
Peru	La Molina	-12.0778	-76.9488	239	2004-11-23	12.85539568	5.1	22	0	62.84722222	22	95
Peru	La Molina	-12.0778	-76.9488	239	2004-11-24	12.94861111	5.3	22.4	0.6	58.45833333	19	92
Peru	La Molina	-12.0778	-76.9488	239	2004-11-25	14.34	6.8	22.1	11.4	56.64754098	23	91
Peru	La Molina	-12.0778	-76.9488	239	2004-11-26	15.1125	11.6	21	2.2	56	36	61
Peru	La Molina	-12.0778	-76.9488	239	2004-11-27	14.42905983	5.8	22.8	0.2	63.93706294	27	93
Peru	La Molina	-12.0778	-76.9488	239	2004-11-28	14.28814815	6.3	23.3	0.2	61.22916667	22	94
Peru	La Molina	-12.0778	-76.9488	239	2004-11-29	13.424	5.3	22.7	0	53.84722222	22	87
Peru	La Molina	-12.0778	-76.9488	239	2004-11-30	14.06595745	8	21.6	0	57.19444444	28	88
Peru	La Molina	-12.0778	-76.9488	239	2004-12-01	19.38333333	9.7	24.1	0	78.6875	61	90
Peru	La Molina	-12.0778	-76.9488	239	2004-12-02	19.01970803	16.4	22.5	0	79.20833333	64	89
Peru	La Molina	-12.0778	-76.9488	239	2004-12-03	19.15972222	15.8	23.2	0	79.22222222	63	93
Peru	La Molina	-12.0778	-76.9488	239	2004-12-04	18.86944444	16.1	23.2	0	80.375	64	90
Peru	La Molina	-12.0778	-76.9488	239	2004-12-05	19.74861111	16.9	24.2	0	78.67361111	57	91
Peru	La Molina	-12.0778	-76.9488	239	2004-12-06	20.22430556	17.2	26.9	0	77.91666667	51	90
Peru	La Molina	-12.0778	-76.9488	239	2004-12-07	20.42291667	17.2	25.6	0	77.58156028	56	91
Peru	La Molina	-12.0778	-76.9488	239	2004-12-08	20.14583333	17.6	24.3	0	78.9375	63	90
Peru	La Molina	-12.0778	-76.9488	239	2004-12-09	20.58958333	17.7	25.4	0	79.52777778	60	92
Peru	La Molina	-12.0778	-76.9488	239	2004-12-10	21.60486111	18.4	27.4	0	76.03472222	52	90
Peru	La Molina	-12.0778	-76.9488	239	2004-12-11	20.65347222	17.9	24.6	0	79.86805556	66	91
Peru	La Molina	-12.0778	-76.9488	239	2004-12-12	19.98472222	18.3	22.6	0	83.44444444	74	91
Peru	La Molina	-12.0778	-76.9488	239	2004-12-13	21.92916667	19.7	25.7	0	75.51388889	60	84
Peru	La Molina	-12.0778	-76.9488	239	2004-12-14	22.13611111	19.8	26.2	0	76.99305556	59	88
Peru	La Molina	-12.0778	-76.9488	239	2004-12-15	22.51923077	20.2	28.4	0	74.33333333	53	85
Peru	La Molina	-12.0778	-76.9488	239	2004-12-16	20.99583333	18.6	24.8	0	82.29166667	67	93
Peru	La Molina	-12.0778	-76.9488	239	2004-12-17	21.48333333	19.1	24.8	0	82.29166667	66	93
Peru	La Molina	-12.0778	-76.9488	239	2004-12-18	20.92916667	19.4	23.3	0	83.16666667	74	91
Peru	La Molina	-12.0778	-76.9488	239	2004-12-19	21.50416667	19.1	25.6	0	81.58333333	67	94
Peru	La Molina	-12.0778	-76.9488	239	2004-12-20	21.25416667	19.1	25.3	0	80.45833333	63	92
Peru	La Molina	-12.0778	-76.9488	239	2004-12-21	21.60416667	18.9	26.2	0	78.25	63	91
Peru	La Molina	-12.0778	-76.9488	239	2004-12-22	20.65416667	17.9	25.3	0	80.875	62	93
Peru	La Molina	-12.0778	-76.9488	239	2004-12-23	19.97916667	17.8	25.2	0	83.08333333	64	93
Peru	La Molina	-12.0778	-76.9488	239	2004-12-24	20.19583333	18.1	24.6	0	79.95833333	63	91
Peru	La Molina	-12.0778	-76.9488	239	2004-12-25	20.70833333	18.2	25.1	0	73.91666667	55	88
Peru	La Molina	-12.0778	-76.9488	239	2004-12-26	21.32916667	16.8	25.8	0	73.58333333	61	89
Peru	La Molina	-12.0778	-76.9488	239	2004-12-27	21.72083333	18.3	27.2	0	76.25	55	92
Peru	La Molina	-12.0778	-76.9488	239	2004-12-28	22.22916667	18.4	27.3	0	72.04166667	50	89
Peru	La Molina	-12.0778	-76.9488	239	2004-12-29	23.12083333	18.9	28.1	0	67.70833333	50	87
Peru	La Molina	-12.0778	-76.9488	239	2004-12-30	22.80416667	18.9	28.1	0	73.625	50	92
Peru	La Molina	-12.0778	-76.9488	239	2004-12-31	21.81666667	19.3	25.5	0	79.5	65	91
Peru	La Molina	-12.0778	-76.9488	239	2005-01-01	21.025	19.6	24.9	0	82.08333333	68	90
Peru	La Molina	-12.0778	-76.9488	239	2005-01-02	21.58333333	19.4	25.8	0	81.04166667	65	91
Peru	La Molina	-12.0778	-76.9488	239	2005-01-03	21.19583333	19.3	25.2	0	81.75	65	91
Peru	La Molina	-12.0778	-76.9488	239	2005-01-04	21.8625	19.5	26.6	0	77.125	59	88
Peru	La Molina	-12.0778	-76.9488	239	2005-01-05	22.50833333	19.4	27.3	0	77.16666667	60	90
Peru	La Molina	-12.0778	-76.9488	239	2005-01-06	21.99583333	19.5	25.9	0	79.29166667	64	91
Peru	La Molina	-12.0778	-76.9488	239	2005-01-07	21.93333333	19.3	26.1	0	76.41666667	64	89
Peru	La Molina	-12.0778	-76.9488	239	2005-01-08	23.225	19.8	28	0	73.75	58	85
Peru	La Molina	-12.0778	-76.9488	239	2005-01-09	23.57083333	20.5	28.8	0	76.125	56	90
Peru	La Molina	-12.0778	-76.9488	239	2005-01-10	22.775	20.2	27.3	0	79.58333333	63	90
Peru	La Molina	-12.0778	-76.9488	239	2005-01-11	24.6	21.2	29.5	0	69.04166667	50	87
Peru	La Molina	-12.0778	-76.9488	239	2005-01-12	24.43333333	20.9	29.4	0	67.79166667	51	83
Peru	La Molina	-12.0778	-76.9488	239	2005-01-13	23.5125	20.1	27.7	0	77	63	89
Peru	La Molina	-12.0778	-76.9488	239	2005-01-14	22.4375	21.9	23.9	0	86.20833333	81	90
Peru	La Molina	-12.0778	-76.9488	239	2005-01-15	23.62916667	21.6	27.2	0	81.25	68	92
Peru	La Molina	-12.0778	-76.9488	239	2005-01-16	25.00833333	22.3	29.6	0	74.95833333	57	88
Peru	La Molina	-12.0778	-76.9488	239	2005-01-17	24.69166667	21.9	30.1	0	72.79166667	47	88
Peru	La Molina	-12.0778	-76.9488	239	2005-01-18	24.05416667	20.2	28.7	0	72.625	51	92
Peru	La Molina	-12.0778	-76.9488	239	2005-01-19	23.175	20.6	27.8	0	77.875	60	90
Peru	La Molina	-12.0778	-76.9488	239	2005-01-20	23.94166667	21.8	27.4	0	65.58333333	54	77
Peru	La Molina	-12.0778	-76.9488	239	2005-01-21	24.08333333	19.9	28.6	0	65.16666667	52	79
Peru	La Molina	-12.0778	-76.9488	239	2005-01-22	23.70833333	19.5	27.7	0	73.25	62	88
Peru	La Molina	-12.0778	-76.9488	239	2005-01-23	24.12916667	21.3	27.9	0	74.83333333	61	87
Peru	La Molina	-12.0778	-76.9488	239	2005-01-24	23.80833333	21.2	28.9	0	74.125	52	89
Peru	La Molina	-12.0778	-76.9488	239	2005-01-25	23.20416667	19.7	27.9	0	75.875	59	92
Peru	La Molina	-12.0778	-76.9488	239	2005-01-26	21.95833333	19.1	26.4	0	80	61	93
Peru	La Molina	-12.0778	-76.9488	239	2005-01-27	21.3625	19.1	25.9	0	80.20833333	64	91
Peru	La Molina	-12.0778	-76.9488	239	2005-01-28	22.00416667	18.8	26.4	0	76.75	59	90
Peru	La Molina	-12.0778	-76.9488	239	2005-01-29	22.52916667	19.4	27.2	0	75.95833333	54	91
Peru	La Molina	-12.0778	-76.9488	239	2005-01-30	22.54166667	19.5	26.8	0	77.58333333	61	92
Peru	La Molina	-12.0778	-76.9488	239	2005-01-31	23.175	19.9	28.1	0	73.625	55	88
Peru	La Molina	-12.0778	-76.9488	239	2005-02-01	22.95833333	20.2	27.2	0	74.29166667	59	85
Peru	La Molina	-12.0778	-76.9488	239	2005-02-02	22.34166667	19.6	27.3	0	74.25	56	87
Peru	La Molina	-12.0778	-76.9488	239	2005-02-03	23.5375	19.4	28.3	0	68.41666667	51	89
Peru	La Molina	-12.0778	-76.9488	239	2005-02-04	23.67916667	20.5	27.7	0	66.91666667	51	84
Peru	La Molina	-12.0778	-76.9488	239	2005-02-05	22.6	19.3	27.2	0	75.125	54	88
Peru	La Molina	-12.0778	-76.9488	239	2005-02-06	22.95416667	19.6	27.7	0	74.125	55	88
Peru	La Molina	-12.0778	-76.9488	239	2005-02-07	22.69565217	19.7	26.7	0	78.41666667	60	91
Peru	La Molina	-12.0778	-76.9488	239	2005-02-08	22.87083333	19.3	28.9	0	75.29166667	50	91
Peru	La Molina	-12.0778	-76.9488	239	2005-02-09	23.87916667	20.2	28.9	0	72.41666667	53	87
Peru	La Molina	-12.0778	-76.9488	239	2005-02-10	23.90416667	20.8	28.3	0	72.375	55	85
Peru	La Molina	-12.0778	-76.9488	239	2005-02-11	22.99583333	21.1	25.6	0	77.125	64	85
Peru	La Molina	-12.0778	-76.9488	239	2005-02-12	24.17083333	21.7	28.1	0	70.95652174	55	84
Peru	La Molina	-12.0778	-76.9488	239	2005-02-13	23.84583333	20.9	28.3	0	73.375	55	88
Peru	La Molina	-12.0778	-76.9488	239	2005-02-14	22.9875	19.2	27.7	0	76.91666667	58	92
Peru	La Molina	-12.0778	-76.9488	239	2005-02-15	21.3125	18.5	25.7	0	80.79166667	62	92
Peru	La Molina	-12.0778	-76.9488	239	2005-02-16	21.29166667	19.1	25	0	78.54166667	66	88
Peru	La Molina	-12.0778	-76.9488	239	2005-02-17	22.525	19.1	28	0	76.66666667	54	91
Peru	La Molina	-12.0778	-76.9488	239	2005-02-18	24.29583333	20.1	30.6	0	68.75	45	85
Peru	La Molina	-12.0778	-76.9488	239	2005-02-19	23.00416667	20.8	28.2	0	77.20833333	57	87
Peru	La Molina	-12.0778	-76.9488	239	2005-02-20	23.29166667	19.9	29.9	0	75.375	51	90
Peru	La Molina	-12.0778	-76.9488	239	2005-02-21	21.13333333	19.9	22.8	0	85.29166667	78	91
Peru	La Molina	-12.0778	-76.9488	239	2005-02-22	21.775	19.5	25	0	84.29166667	70	93
Peru	La Molina	-12.0778	-76.9488	239	2005-02-23	23.175	20.8	26.8	0	77.08333333	67	88
Peru	La Molina	-12.0778	-76.9488	239	2005-02-24	22.69583333	19.7	26.6	0	78.95833333	65	91
Peru	La Molina	-12.0778	-76.9488	239	2005-02-25	21.97083333	19.1	27.3	0	82.79166667	62	94
Peru	La Molina	-12.0778	-76.9488	239	2005-02-26	22.45833333	20.1	26	0	81.25	66	91
Peru	La Molina	-12.0778	-76.9488	239	2005-02-27	23.18333333	21	27.3	0	76.25	62	85
Peru	La Molina	-12.0778	-76.9488	239	2005-02-28	23.59166667	20.6	27.9	0	74.79166667	57	89
Peru	La Molina	-12.0778	-76.9488	239	2005-03-01	23.1	20.2	27.6	0	77.875	64	91
Peru	La Molina	-12.0778	-76.9488	239	2005-03-02	22.175	19.4	27.2	0	78.33333333	59	91
Peru	La Molina	-12.0778	-76.9488	239	2005-03-03	21.4125	18.2	25.9	0	79.66666667	64	92
Peru	La Molina	-12.0778	-76.9488	239	2005-03-04	21.55833333	18.6	25.5	0	77.625	64	89
Peru	La Molina	-12.0778	-76.9488	239	2005-03-05	23.50833333	20.2	27.8	0	70.91666667	52	87
Peru	La Molina	-12.0778	-76.9488	239	2005-03-06	23.5375	20.8	27.4	0	71.83333333	57	86
Peru	La Molina	-12.0778	-76.9488	239	2005-03-07	24.13636364	20.2	29.1	0	72	49	92
Peru	La Molina	-12.0778	-76.9488	239	2005-03-08	24.50869565	21.1	29.6	0	72.5	50	90
Peru	La Molina	-12.0778	-76.9488	239	2005-03-09	24.30434783	20.3	28.8	0	72.79166667	53	91
Peru	La Molina	-12.0778	-76.9488	239	2005-03-10	25.15416667	21.6	29.4	0	69.125	55	88
Peru	La Molina	-12.0778	-76.9488	239	2005-03-11	24.63333333	20.3	29.8	0	71.25	54	89
Peru	La Molina	-12.0778	-76.9488	239	2005-03-12	23.79583333	20.5	29.2	0	78.16666667	59	90
Peru	La Molina	-12.0778	-76.9488	239	2005-03-13	22.72916667	20.2	28.1	0	81.33333333	63	92
Peru	La Molina	-12.0778	-76.9488	239	2005-03-14	21.80416667	20.2	25.5	0	83.20833333	69	92
Peru	La Molina	-12.0778	-76.9488	239	2005-03-15	22.34166667	19.6	27.3	0	81.45833333	63	92
Peru	La Molina	-12.0778	-76.9488	239	2005-03-16	21.53333333	18.4	26.6	0	81.125	63	91
Peru	La Molina	-12.0778	-76.9488	239	2005-03-17	22.38333333	18.6	27.7	0	77.54166667	58	92
Peru	La Molina	-12.0778	-76.9488	239	2005-03-18	21.72083333	18.2	27.6	0	77.04166667	54	93
Peru	La Molina	-12.0778	-76.9488	239	2005-03-19	21.6875	18.2	27.3	0	76.58333333	51	90
Peru	La Molina	-12.0778	-76.9488	239	2005-03-20	21.9375	17.9	27.8	0	76.625	47	92
Peru	La Molina	-12.0778	-76.9488	239	2005-03-21	22.28333333	19.1	28.7	0	75.83333333	44	91
Peru	La Molina	-12.0778	-76.9488	239	2005-03-22	22.55833333	19.1	27.8	0	76	48	91
Peru	La Molina	-12.0778	-76.9488	239	2005-03-23	22.79583333	18.4	27.6	0	76.41666667	58	93
Peru	La Molina	-12.0778	-76.9488	239	2005-03-24	21.79166667	19.2	26.6	0	81.375	64	91
Peru	La Molina	-12.0778	-76.9488	239	2005-03-25	20.90416667	18.5	24.1	0	81.41666667	70	92
Peru	La Molina	-12.0778	-76.9488	239	2005-03-26	21.68333333	17.7	26.3	0	80	63	92
Peru	La Molina	-12.0778	-76.9488	239	2005-03-27	22.44583333	18.7	28.1	0	79.25	55	93
Peru	La Molina	-12.0778	-76.9488	239	2005-03-28	22.82916667	18.9	28.8	0	78.125	56	93
Peru	La Molina	-12.0778	-76.9488	239	2005-03-29	22.09583333	18.2	27.3	0	78.95833333	60	93
Peru	La Molina	-12.0778	-76.9488	239	2005-03-30	23	19.5	26.9	0	75.75	60	90
Peru	La Molina	-12.0778	-76.9488	239	2005-03-31	23.11666667	20.3	27.6	0	76.70833333	57	91
Peru	La Molina	-12.0778	-76.9488	239	2005-04-01	22.57083333	19.2	27.7	0	79	55	94
Peru	La Molina	-12.0778	-76.9488	239	2005-04-02	22.125	18.5	27.3	0	79.125	57	93
Peru	La Molina	-12.0778	-76.9488	239	2005-04-03	21.87083333	18.8	26.4	0	80.25	61	94
Peru	La Molina	-12.0778	-76.9488	239	2005-04-04	21.90833333	18.9	27.3	0	78.375	55	92
Peru	La Molina	-12.0778	-76.9488	239	2005-04-05	21.6375	18.4	26.6	0	77.33333333	58	91
Peru	La Molina	-12.0778	-76.9488	239	2005-04-06	21.69583333	18.3	27.1	0	74.91666667	52	89
Peru	La Molina	-12.0778	-76.9488	239	2005-04-07	21.2	17.6	27.1	0	78.45833333	56	92
Peru	La Molina	-12.0778	-76.9488	239	2005-04-08	21.17083333	17.6	26.3	0	78.875	63	92
Peru	La Molina	-12.0778	-76.9488	239	2005-04-09	20.9125	17.3	26.6	0	78.29166667	58	91
Peru	La Molina	-12.0778	-76.9488	239	2005-04-10	20.60416667	17.4	25.8	0	79.375	59	92
Peru	La Molina	-12.0778	-76.9488	239	2005-04-11	21.12083333	17.3	27.3	0	78.375	58	92
